ct,census_tract,county,city,tot_households,moe_households,tot_less_than_10K,moe_less_than_10K,tot_more_than_200K,moe_more_than_200K,median_income,moe_median_income,tot_families,moe_families
36047022800,Census Tract 228, Kings County, New York,860.00,139.00,2.90,4.10,8.10,6.30,65208.00,39526.00,740.00,147.00
36047022900,Census Tract 229, Kings County, New York,1623.00,249.00,8.00,5.70,28.50,9.40,129886.00,11152.00,469.00,104.00
36047023000,Census Tract 230, Kings County, New York,1062.00,176.00,14.80,9.40,9.50,7.60,51250.00,39191.00,932.00,187.00
36047023100,Census Tract 231, Kings County, New York,1726.00,221.00,3.20,3.40,35.80,7.20,162933.00,30809.00,840.00,225.00
36047023200,Census Tract 232, Kings County, New York,1325.00,181.00,3.60,3.00,10.60,6.40,67750.00,20256.00,1034.00,169.00
36047023300,Census Tract 233, Kings County, New York,2235.00,231.00,7.90,6.70,27.20,13.20,75990.00,57360.00,1230.00,277.00
36047023400,Census Tract 234, Kings County, New York,1401.00,185.00,7.60,6.30,6.40,3.70,37450.00,10045.00,1186.00,132.00
36047023500,Census Tract 235, Kings County, New York,1482.00,153.00,4.40,3.30,24.10,8.30,84175.00,26756.00,911.00,178.00
36047023600,Census Tract 236, Kings County, New York,1432.00,138.00,10.80,6.50,0.90,1.20,32500.00,3186.00,1090.00,135.00
36047023800,Census Tract 238, Kings County, New York,1185.00,160.00,4.40,4.40,3.10,2.60,50566.00,12656.00,995.00,168.00
36047024000,Census Tract 240, Kings County, New York,1486.00,206.00,9.40,6.90,7.70,5.50,47750.00,17207.00,1293.00,213.00
36047024100,Census Tract 241, Kings County, New York,1118.00,137.00,6.10,6.40,31.80,10.80,135968.00,55333.00,393.00,109.00
36047024200,Census Tract 242, Kings County, New York,727.00,92.00,2.20,2.00,16.20,8.00,60091.00,9866.00,571.00,99.00
36047024300,Census Tract 243, Kings County, New York,1935.00,221.00,10.80,8.00,25.90,8.10,114142.00,38902.00,555.00,165.00
36047024400,Census Tract 244, Kings County, New York,970.00,204.00,4.10,3.60,4.60,3.00,67500.00,22242.00,828.00,206.00
36047024500,Census Tract 245, Kings County, New York,2009.00,183.00,4.70,3.60,13.30,5.00,91758.00,22050.00,997.00,181.00
36047024600,Census Tract 246, Kings County, New York,891.00,87.00,7.30,5.30,10.20,5.10,80398.00,25970.00,684.00,97.00
36047024700,Census Tract 247, Kings County, New York,1295.00,287.00,4.60,5.00,20.20,9.50,61250.00,43153.00,530.00,160.00
36047024800,Census Tract 248, Kings County, New York,788.00,114.00,2.20,3.50,7.20,5.10,75150.00,31614.00,630.00,111.00
36047024900,Census Tract 249, Kings County, New York,1883.00,237.00,9.60,5.80,21.30,7.60,88771.00,21800.00,683.00,181.00
36047025000,Census Tract 250, Kings County, New York,513.00,81.00,6.00,5.80,14.80,10.40,48125.00,22155.00,277.00,84.00
36047025100,Census Tract 251, Kings County, New York,1778.00,225.00,12.10,6.40,15.70,10.40,52011.00,11517.00,801.00,231.00
36047025200,Census Tract 252, Kings County, New York,1749.00,278.00,5.10,3.10,4.00,3.00,54172.00,7796.00,1329.00,263.00
36047025300,Census Tract 253, Kings County, New York,1371.00,161.00,1.50,2.20,20.90,9.40,77328.00,48804.00,717.00,177.00
36047025400,Census Tract 254, Kings County, New York,1141.00,331.00,2.20,3.40,11.70,7.40,85819.00,20321.00,885.00,330.00
36047025500,Census Tract 255, Kings County, New York,2150.00,391.00,20.00,13.90,2.40,2.80,26833.00,13999.00,1298.00,237.00
36047025600,Census Tract 256, Kings County, New York,1170.00,396.00,11.00,7.70,5.40,3.80,68269.00,19806.00,996.00,400.00
36047025700,Census Tract 257, Kings County, New York,946.00,136.00,1.80,2.10,18.10,9.80,95263.00,44666.00,507.00,117.00
36047025800,Census Tract 258, Kings County, New York,1461.00,135.00,6.80,5.20,4.20,3.10,65234.00,9354.00,1005.00,136.00
36047025901,Census Tract 259.01, Kings County, New York,819.00,118.00,11.00,8.20,8.20,6.20,71964.00,33791.00,355.00,80.00
36047025902,Census Tract 259.02, Kings County, New York,1488.00,372.00,23.90,18.90,0.00,2.60,21953.00,14271.00,1135.00,382.00
36047026000,Census Tract 260, Kings County, New York,1051.00,138.00,3.30,3.80,5.90,3.70,66120.00,18654.00,753.00,132.00
36047026100,Census Tract 261, Kings County, New York,2236.00,241.00,15.90,5.90,18.80,8.40,86822.00,18391.00,745.00,213.00
36047026200,Census Tract 262, Kings County, New York,780.00,110.00,5.50,3.80,16.50,8.10,114625.00,21007.00,636.00,118.00
36047026300,Census Tract 263, Kings County, New York,980.00,144.00,5.20,4.40,17.80,9.40,82778.00,7371.00,559.00,163.00
36047026400,Census Tract 264, Kings County, New York,1617.00,267.00,2.70,2.20,5.90,5.70,70151.00,11514.00,1236.00,302.00
36047026500,Census Tract 265, Kings County, New York,1881.00,234.00,3.40,3.30,15.40,5.70,84179.00,20450.00,779.00,212.00
36047026600,Census Tract 266, Kings County, New York,1091.00,131.00,4.20,3.90,2.40,2.10,52192.00,5032.00,893.00,157.00
36047026700,Census Tract 267, Kings County, New York,1892.00,211.00,6.60,4.70,17.10,6.50,106063.00,28904.00,762.00,210.00
36047026800,Census Tract 268, Kings County, New York,1497.00,308.00,6.50,5.60,4.20,3.30,87836.00,18898.00,1026.00,190.00
36047026900,Census Tract 269, Kings County, New York,1244.00,136.00,5.00,4.00,12.80,6.60,83426.00,18861.00,666.00,189.00
36047027000,Census Tract 270, Kings County, New York,881.00,104.00,11.60,6.10,14.40,7.00,57792.00,24590.00,592.00,120.00
36047027100,Census Tract 271, Kings County, New York,1510.00,175.00,14.40,8.90,16.40,8.00,98088.00,51040.00,673.00,153.00
36047027200,Census Tract 272, Kings County, New York,1408.00,235.00,6.30,5.80,12.60,9.30,68250.00,32711.00,997.00,192.00
36047027300,Census Tract 273, Kings County, New York,1459.00,178.00,4.80,4.40,20.40,9.10,111989.00,29502.00,797.00,216.00
36047027400,Census Tract 274, Kings County, New York,921.00,137.00,10.30,7.90,4.00,3.60,53949.00,14482.00,709.00,151.00
36047027500,Census Tract 275, Kings County, New York,1848.00,169.00,8.80,7.20,19.80,7.00,104537.00,21500.00,988.00,210.00
36047027600,Census Tract 276, Kings County, New York,1323.00,280.00,1.30,1.50,6.60,3.90,61811.00,15392.00,1133.00,277.00
36047027700,Census Tract 277, Kings County, New York,1623.00,165.00,13.40,11.60,7.10,4.70,75724.00,28738.00,922.00,217.00
36047027800,Census Tract 278, Kings County, New York,1126.00,164.00,0.00,3.50,4.50,3.80,67913.00,3717.00,680.00,161.00
36047027900,Census Tract 279, Kings County, New York,1687.00,185.00,4.10,4.20,9.80,6.00,83438.00,24064.00,946.00,160.00
36047028000,Census Tract 280, Kings County, New York,609.00,93.00,3.90,4.40,16.10,8.30,91250.00,26925.00,413.00,67.00
36047028100,Census Tract 281, Kings County, New York,1814.00,151.00,3.40,2.80,4.20,2.90,57019.00,15484.00,927.00,194.00
36047028200,Census Tract 282, Kings County, New York,1231.00,255.00,4.70,6.00,13.20,6.90,54219.00,25378.00,838.00,206.00
36047028300,Census Tract 283, Kings County, New York,1589.00,253.00,19.40,7.60,13.00,10.00,49986.00,11087.00,964.00,282.00
36047028400,Census Tract 284, Kings County, New York,1441.00,219.00,1.50,1.60,2.20,2.10,61587.00,13425.00,847.00,148.00
36047028501,Census Tract 285.01, Kings County, New York,236.00,70.00,0.00,15.50,2.50,3.90,56667.00,16792.00,57.00,45.00
36047028502,Census Tract 285.02, Kings County, New York,1128.00,169.00,17.60,9.90,6.70,5.00,28466.00,19012.00,793.00,178.00
36047028600,Census Tract 286, Kings County, New York,1779.00,207.00,13.30,7.20,2.50,2.70,43329.00,5969.00,953.00,202.00
36047028700,Census Tract 287, Kings County, New York,1281.00,157.00,6.40,7.10,6.60,6.50,79350.00,38171.00,596.00,182.00
36047028800,Census Tract 288, Kings County, New York,1192.00,172.00,6.00,5.30,7.60,4.40,70000.00,18455.00,816.00,167.00
36047028900,Census Tract 289, Kings County, New York,1645.00,252.00,1.80,2.10,11.20,6.70,66691.00,45644.00,637.00,229.00
36047029000,Census Tract 290, Kings County, New York,1486.00,213.00,2.00,2.20,6.90,4.40,60701.00,14935.00,797.00,187.00
36047029100,Census Tract 291, Kings County, New York,1374.00,142.00,4.10,5.00,18.70,8.60,82356.00,18232.00,669.00,170.00
36047029200,Census Tract 292, Kings County, New York,1020.00,102.00,8.10,5.00,10.20,5.00,48750.00,15963.00,600.00,115.00
36047029300,Census Tract 293, Kings County, New York,1436.00,167.00,20.30,8.90,10.50,5.70,51364.00,40726.00,751.00,202.00
36047029400,Census Tract 294, Kings County, New York,630.00,141.00,4.80,4.60,7.50,5.70,61188.00,34868.00,393.00,122.00
36047029500,Census Tract 295, Kings County, New York,1905.00,268.00,3.90,4.10,25.40,9.20,98603.00,29230.00,981.00,266.00
36047029600,Census Tract 296, Kings County, New York,2047.00,262.00,6.80,4.90,2.80,2.60,76714.00,24078.00,1430.00,261.00
36047029700,Census Tract 297, Kings County, New York,1757.00,187.00,4.90,4.20,11.70,6.20,71382.00,30766.00,938.00,203.00
36047029800,Census Tract 298, Kings County, New York,1112.00,127.00,2.20,3.20,11.20,5.90,60057.00,6806.00,821.00,138.00
36047029900,Census Tract 299, Kings County, New York,944.00,169.00,17.10,14.70,12.40,7.30,45395.00,23961.00,488.00,203.00
36047030000,Census Tract 300, Kings County, New York,1306.00,156.00,2.90,2.80,11.60,5.80,75179.00,19331.00,1008.00,168.00
36047030100,Census Tract 301, Kings County, New York,1096.00,217.00,7.40,5.80,13.10,7.80,95441.00,41833.00,564.00,106.00
36047030200,Census Tract 302, Kings County, New York,1354.00,208.00,9.30,5.20,17.30,10.50,72300.00,15233.00,987.00,206.00
36047030300,Census Tract 303, Kings County, New York,2163.00,217.00,5.70,3.70,0.60,0.90,45197.00,17381.00,1177.00,176.00
36047030400,Census Tract 304, Kings County, New York,1490.00,178.00,3.20,3.20,9.60,5.00,65000.00,16769.00,1063.00,163.00
36047030500,Census Tract 305, Kings County, New York,3201.00,221.00,3.50,3.30,24.30,7.60,124792.00,31524.00,1341.00,322.00
36047030600,Census Tract 306, Kings County, New York,666.00,92.00,6.00,4.40,9.60,5.80,70417.00,18788.00,525.00,104.00
36047030700,Census Tract 307, Kings County, New York,3120.00,517.00,10.00,6.60,2.60,1.90,51134.00,15820.00,1901.00,546.00
36047030800,Census Tract 308, Kings County, New York,664.00,111.00,7.70,5.30,17.60,12.90,77500.00,47564.00,462.00,94.00
36047030900,Census Tract 309, Kings County, New York,952.00,146.00,8.60,6.30,8.10,6.40,76278.00,20195.00,574.00,138.00
36047031100,Census Tract 311, Kings County, New York,1269.00,159.00,5.20,5.20,20.50,10.20,90250.00,20716.00,667.00,164.00
36047031300,Census Tract 313, Kings County, New York,2227.00,468.00,7.10,6.10,16.50,7.70,102782.00,35568.00,717.00,226.00
36047031401,Census Tract 314.01, Kings County, New York,1859.00,204.00,7.20,5.40,15.30,9.30,87411.00,24735.00,1274.00,208.00
36047031402,Census Tract 314.02, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
36047031500,Census Tract 315, Kings County, New York,2444.00,209.00,2.40,2.30,14.70,6.30,96461.00,15605.00,805.00,183.00
36047031701,Census Tract 317.01, Kings County, New York,1654.00,266.00,4.20,5.90,22.30,9.10,94335.00,23584.00,783.00,263.00
36047031702,Census Tract 317.02, Kings County, New York,1635.00,175.00,3.60,4.30,25.90,10.40,112113.00,7311.00,632.00,165.00
36047031900,Census Tract 319, Kings County, New York,1259.00,173.00,4.50,5.30,17.20,8.90,98201.00,16619.00,800.00,195.00
36047032100,Census Tract 321, Kings County, New York,2345.00,224.00,6.70,5.20,5.10,3.50,67292.00,25456.00,1255.00,271.00
36047032300,Census Tract 323, Kings County, New York,1598.00,201.00,4.10,4.30,14.80,9.10,84015.00,18035.00,785.00,215.00
36047032500,Census Tract 325, Kings County, New York,2607.00,327.00,4.30,6.30,6.90,4.60,92274.00,10846.00,1225.00,307.00
36047032600,Census Tract 326, Kings County, New York,2975.00,615.00,8.70,5.90,7.00,5.90,48238.00,20123.00,2414.00,620.00
36047032700,Census Tract 327, Kings County, New York,1393.00,166.00,6.20,5.20,15.50,5.60,71980.00,9412.00,636.00,192.00
36047032800,Census Tract 328, Kings County, New York,1131.00,176.00,10.10,8.00,4.20,3.90,47587.00,20992.00,797.00,176.00
36047032900,Census Tract 329, Kings County, New York,2114.00,284.00,5.00,5.40,14.00,8.70,102868.00,36855.00,1242.00,285.00
36047033000,Census Tract 330, Kings County, New York,1867.00,198.00,18.70,9.20,0.60,1.00,19619.00,6346.00,958.00,200.00
36047033100,Census Tract 331, Kings County, New York,1735.00,267.00,8.90,6.50,6.30,4.80,50293.00,16255.00,930.00,281.00
36047033300,Census Tract 333, Kings County, New York,1365.00,143.00,9.10,5.80,15.00,8.10,62253.00,27869.00,920.00,215.00
36047033500,Census Tract 335, Kings County, New York,896.00,149.00,5.00,3.90,15.40,6.40,92935.00,20090.00,703.00,158.00
36047033600,Census Tract 336, Kings County, New York,1647.00,168.00,5.70,3.70,18.50,8.20,82798.00,30949.00,1065.00,210.00
36047033701,Census Tract 337.01, Kings County, New York,914.00,167.00,9.20,10.90,13.00,8.60,90083.00,41754.00,596.00,178.00
36047033702,Census Tract 337.02, Kings County, New York,521.00,69.00,2.90,3.40,9.20,9.70,84941.00,10347.00,334.00,85.00
36047033900,Census Tract 339, Kings County, New York,2089.00,191.00,6.20,4.70,17.40,6.90,57475.00,24648.00,1019.00,220.00
36047034000,Census Tract 340, Kings County, New York,636.00,100.00,11.50,7.70,0.90,1.50,31413.00,4976.00,462.00,125.00
36047034100,Census Tract 341, Kings County, New York,1194.00,170.00,4.20,4.50,13.20,7.50,49638.00,45674.00,556.00,154.00
36047034200,Census Tract 342, Kings County, New York,2911.00,289.00,5.40,4.30,4.10,6.20,20120.00,5172.00,1658.00,397.00
36047034300,Census Tract 343, Kings County, New York,1892.00,242.00,15.90,7.70,15.00,7.50,50417.00,31206.00,979.00,289.00
36047034500,Census Tract 345, Kings County, New York,1072.00,192.00,8.50,5.90,10.00,7.10,57937.00,7551.00,584.00,197.00
36047034700,Census Tract 347, Kings County, New York,1831.00,240.00,4.60,3.30,0.40,0.80,52644.00,30509.00,620.00,240.00
36047034800,Census Tract 348, Kings County, New York,910.00,138.00,5.10,5.40,6.90,5.20,53485.00,15360.00,698.00,112.00
36047034901,Census Tract 349.01, Kings County, New York,803.00,182.00,8.10,10.20,1.00,3.50,65868.00,33600.00,630.00,206.00
36047034902,Census Tract 349.02, Kings County, New York,1589.00,342.00,10.60,8.10,2.00,2.60,46571.00,26123.00,705.00,238.00
36047035000,Census Tract 350, Kings County, New York,1594.00,233.00,3.30,2.70,5.80,4.10,54150.00,7269.00,931.00,164.00
36047035101,Census Tract 351.01, Kings County, New York,756.00,137.00,5.70,5.70,6.30,8.20,52987.00,8517.00,452.00,134.00
36047035102,Census Tract 351.02, Kings County, New York,1074.00,116.00,8.30,7.70,2.00,3.30,49688.00,14331.00,769.00,151.00
36047035200,Census Tract 352, Kings County, New York,712.00,181.00,15.90,11.10,0.00,5.50,12170.00,2212.00,107.00,38.00
36047035301,Census Tract 353.01, Kings County, New York,1208.00,151.00,11.10,7.30,0.00,3.30,49222.00,18278.00,623.00,150.00
36047035302,Census Tract 353.02, Kings County, New York,992.00,129.00,1.10,1.90,10.60,6.80,84052.00,35698.00,808.00,147.00
36047035400,Census Tract 354, Kings County, New York,2845.00,312.00,7.00,4.10,11.00,5.70,50559.00,21595.00,1480.00,377.00
36047035500,Census Tract 355, Kings County, New York,2080.00,216.00,3.60,3.50,4.20,3.50,75965.00,16789.00,1251.00,177.00
36047035601,Census Tract 356.01, Kings County, New York,1468.00,162.00,10.40,7.60,9.20,6.60,31525.00,7928.00,807.00,167.00
36047035602,Census Tract 356.02, Kings County, New York,3074.00,285.00,7.50,3.70,8.30,4.40,58372.00,10317.00,1867.00,287.00
36047035701,Census Tract 357.01, Kings County, New York,1077.00,179.00,10.00,5.90,0.00,3.60,49288.00,7719.00,604.00,117.00
36047035702,Census Tract 357.02, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
36047035900,Census Tract 359, Kings County, New York,2382.00,260.00,11.70,8.10,2.40,2.80,66582.00,12647.00,1485.00,295.00
36047036001,Census Tract 360.01, Kings County, New York,1760.00,140.00,8.40,5.20,4.50,3.60,32071.00,10708.00,737.00,152.00
36047036002,Census Tract 360.02, Kings County, New York,2179.00,250.00,7.50,6.30,4.90,4.50,25085.00,16825.00,1038.00,266.00
36047036100,Census Tract 361, Kings County, New York,1311.00,133.00,13.30,8.00,0.80,1.50,26250.00,8352.00,508.00,160.00
36047036200,Census Tract 362, Kings County, New York,1409.00,264.00,16.10,8.60,11.90,6.30,52340.00,20567.00,927.00,252.00
36047036300,Census Tract 363, Kings County, New York,1954.00,241.00,6.70,4.80,6.30,5.40,45565.00,20227.00,1190.00,339.00
36047036400,Census Tract 364, Kings County, New York,946.00,184.00,3.50,3.30,3.60,2.80,59938.00,10272.00,632.00,186.00
36047036501,Census Tract 365.01, Kings County, New York,1328.00,129.00,21.70,10.80,4.30,5.20,63864.00,33065.00,814.00,143.00
36047036502,Census Tract 365.02, Kings County, New York,603.00,137.00,6.60,6.90,13.30,12.10,62740.00,33581.00,348.00,124.00
36047036600,Census Tract 366, Kings County, New York,1359.00,103.00,5.10,3.60,4.40,3.20,48278.00,4640.00,805.00,152.00
36047036700,Census Tract 367, Kings County, New York,699.00,176.00,3.30,4.00,6.30,9.10,68438.00,27238.00,358.00,130.00
36047036900,Census Tract 369, Kings County, New York,2504.00,306.00,17.00,9.00,6.60,6.00,39513.00,13603.00,1061.00,327.00
36047037000,Census Tract 370, Kings County, New York,1460.00,194.00,4.40,3.10,17.90,8.30,82500.00,30697.00,1035.00,186.00
36047037100,Census Tract 371, Kings County, New York,1699.00,190.00,9.40,6.80,6.90,4.60,91285.00,12911.00,1046.00,204.00
36047037300,Census Tract 373, Kings County, New York,1983.00,268.00,12.40,8.80,17.20,7.00,81220.00,31062.00,1084.00,224.00
36047037401,Census Tract 374.01, Kings County, New York,1809.00,202.00,6.90,4.70,5.00,2.80,58560.00,24766.00,1176.00,188.00
36047037402,Census Tract 374.02, Kings County, New York,2186.00,195.00,6.50,6.50,3.30,3.10,62857.00,13395.00,1401.00,252.00
36047037500,Census Tract 375, Kings County, New York,1508.00,167.00,3.30,3.00,16.90,6.20,92955.00,16133.00,525.00,168.00
36047037700,Census Tract 377, Kings County, New York,1819.00,220.00,10.30,6.10,17.00,7.20,66302.00,29169.00,1096.00,206.00
36047037900,Census Tract 379, Kings County, New York,1712.00,142.00,8.40,6.90,6.70,4.00,59333.00,22581.00,1086.00,191.00
36047038100,Census Tract 381, Kings County, New York,2493.00,240.00,7.30,5.40,5.10,2.60,68790.00,15602.00,1383.00,241.00
36047038200,Census Tract 382, Kings County, New York,1931.00,265.00,22.70,11.60,1.70,2.20,24170.00,6006.00,1399.00,242.00
36047038300,Census Tract 383, Kings County, New York,2196.00,254.00,14.40,7.70,7.30,4.00,85254.00,12891.00,1343.00,278.00
36047038500,Census Tract 385, Kings County, New York,1560.00,269.00,3.00,2.60,17.50,8.20,96602.00,19387.00,791.00,203.00
36047038600,Census Tract 386, Kings County, New York,1019.00,211.00,7.50,5.70,7.90,6.00,74886.00,30708.00,858.00,199.00
36047038700,Census Tract 387, Kings County, New York,1981.00,423.00,5.90,5.40,12.80,6.70,79550.00,19033.00,1257.00,443.00
36047038800,Census Tract 388, Kings County, New York,1581.00,236.00,5.40,3.80,8.90,6.40,94612.00,25785.00,1154.00,273.00
36047038900,Census Tract 389, Kings County, New York,1430.00,205.00,12.50,8.90,10.10,6.10,95330.00,15787.00,487.00,223.00
36047039000,Census Tract 390, Kings County, New York,786.00,98.00,4.50,3.10,19.20,5.30,79682.00,9782.00,573.00,114.00
36047039100,Census Tract 391, Kings County, New York,2457.00,247.00,16.40,8.20,15.50,6.00,101785.00,8542.00,741.00,201.00
36047039200,Census Tract 392, Kings County, New York,1182.00,211.00,13.00,12.60,6.20,5.10,56375.00,10468.00,770.00,163.00
36047039300,Census Tract 393, Kings County, New York,1562.00,181.00,8.20,6.10,20.60,8.80,115435.00,32234.00,515.00,193.00
36047039400,Census Tract 394, Kings County, New York,706.00,103.00,15.90,8.70,5.00,4.80,40833.00,27107.00,497.00,117.00
36047039500,Census Tract 395, Kings County, New York,1887.00,378.00,9.00,7.90,12.40,7.20,82875.00,19559.00,560.00,128.00
36047039600,Census Tract 396, Kings County, New York,662.00,124.00,7.40,6.80,17.70,10.80,86500.00,32639.00,458.00,120.00
36047039700,Census Tract 397, Kings County, New York,1461.00,182.00,7.20,6.10,8.40,5.20,85486.00,11430.00,844.00,214.00
36047039800,Census Tract 398, Kings County, New York,862.00,171.00,3.20,2.40,10.90,6.00,87245.00,13114.00,739.00,172.00
36047039900,Census Tract 399, Kings County, New York,1722.00,245.00,8.10,5.80,7.60,4.60,50592.00,20080.00,723.00,163.00
36047040000,Census Tract 400, Kings County, New York,783.00,181.00,4.20,3.90,5.20,4.60,51307.00,16912.00,506.00,178.00
36047040100,Census Tract 401, Kings County, New York,1322.00,169.00,6.10,6.70,8.50,5.90,76250.00,37513.00,545.00,197.00
36047040200,Census Tract 402, Kings County, New York,825.00,125.00,9.50,6.80,5.60,3.50,70486.00,43890.00,587.00,124.00
36047040300,Census Tract 403, Kings County, New York,1435.00,156.00,11.80,7.50,15.10,5.70,90773.00,12929.00,750.00,152.00
36047040400,Census Tract 404, Kings County, New York,848.00,135.00,5.10,4.80,23.70,11.10,100833.00,41917.00,726.00,131.00
36047040500,Census Tract 405, Kings County, New York,651.00,116.00,1.40,2.20,5.40,4.40,70091.00,4513.00,238.00,74.00
36047040600,Census Tract 406, Kings County, New York,1074.00,148.00,0.00,3.70,12.00,6.80,77763.00,11651.00,885.00,161.00
36047040700,Census Tract 407, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
36047040800,Census Tract 408, Kings County, New York,1114.00,207.00,5.70,7.00,23.60,13.70,92739.00,38459.00,897.00,210.00
36047040900,Census Tract 409, Kings County, New York,1359.00,257.00,4.60,3.80,7.70,4.10,66864.00,9470.00,997.00,263.00
36047041000,Census Tract 410, Kings County, New York,627.00,89.00,2.90,3.70,16.30,11.50,75288.00,36173.00,368.00,78.00
36047041100,Census Tract 411, Kings County, New York,1050.00,197.00,15.70,10.00,18.80,8.10,80169.00,21321.00,664.00,213.00
36047041200,Census Tract 412, Kings County, New York,958.00,127.00,4.80,4.70,12.60,7.20,98056.00,39275.00,691.00,129.00
36047041300,Census Tract 413, Kings County, New York,1389.00,228.00,5.30,6.10,8.40,5.90,107131.00,30534.00,514.00,203.00
36047041401,Census Tract 414.01, Kings County, New York,450.00,72.00,7.10,7.60,14.70,9.60,58750.00,37091.00,305.00,69.00
36047041402,Census Tract 414.02, Kings County, New York,740.00,153.00,5.90,4.20,3.60,2.90,56579.00,34437.00,541.00,114.00
36047041500,Census Tract 415, Kings County, New York,1638.00,262.00,2.90,2.90,3.50,3.60,94470.00,8777.00,963.00,249.00
36047041600,Census Tract 416, Kings County, New York,720.00,120.00,3.20,3.20,4.90,3.50,67679.00,20501.00,543.00,127.00
36047041700,Census Tract 417, Kings County, New York,1376.00,176.00,15.60,8.70,7.80,7.90,33981.00,8540.00,775.00,188.00
36047041800,Census Tract 418, Kings County, New York,862.00,136.00,8.50,5.20,12.60,7.60,60833.00,32899.00,584.00,127.00
36047041900,Census Tract 419, Kings County, New York,1229.00,118.00,8.80,6.60,13.20,7.30,65046.00,40576.00,647.00,158.00
36047042000,Census Tract 420, Kings County, New York,457.00,61.00,2.60,3.80,3.90,3.50,85332.00,7728.00,383.00,59.00
36047042100,Census Tract 421, Kings County, New York,1788.00,243.00,7.70,3.90,16.60,9.90,92635.00,23085.00,800.00,247.00
36047042200,Census Tract 422, Kings County, New York,1020.00,243.00,13.40,9.50,18.30,17.90,68684.00,39550.00,737.00,259.00
36047042300,Census Tract 423, Kings County, New York,1511.00,188.00,2.60,2.30,20.10,7.90,113750.00,30309.00,629.00,171.00
36047042400,Census Tract 424, Kings County, New York,1266.00,169.00,11.00,8.10,6.80,4.00,70585.00,7526.00,807.00,162.00
36047042500,Census Tract 425, Kings County, New York,1074.00,130.00,1.30,2.50,12.50,7.80,90392.00,25657.00,376.00,113.00
36047042600,Census Tract 426, Kings County, New York,1512.00,251.00,8.20,5.70,7.00,6.40,62219.00,33861.00,948.00,212.00
36047042700,Census Tract 427, Kings County, New York,1817.00,190.00,5.30,5.90,12.20,5.70,84779.00,17218.00,734.00,201.00
36047042800,Census Tract 428, Kings County, New York,1376.00,157.00,1.80,1.80,13.50,6.10,85625.00,17051.00,1002.00,156.00
36047042900,Census Tract 429, Kings County, New York,1966.00,194.00,6.20,4.40,6.70,4.40,66250.00,16059.00,861.00,188.00
36047043000,Census Tract 430, Kings County, New York,1387.00,198.00,2.80,2.40,2.90,2.50,57487.00,38348.00,1086.00,220.00
36047043100,Census Tract 431, Kings County, New York,1747.00,276.00,0.00,2.30,7.30,4.80,89548.00,14471.00,641.00,264.00
36047043200,Census Tract 432, Kings County, New York,1422.00,192.00,7.00,5.20,7.00,5.10,88088.00,16375.00,1066.00,204.00
36047043300,Census Tract 433, Kings County, New York,1299.00,171.00,23.20,10.80,7.70,7.20,44975.00,20928.00,789.00,167.00
36047043400,Census Tract 434, Kings County, New York,1278.00,130.00,7.90,6.50,5.60,4.10,68333.00,29168.00,1074.00,149.00
36047043500,Census Tract 435, Kings County, New York,1764.00,257.00,12.10,9.10,20.40,8.40,86367.00,41850.00,1153.00,242.00
36047043600,Census Tract 436, Kings County, New York,1863.00,502.00,3.40,3.00,1.20,1.40,79464.00,33587.00,1434.00,502.00
36047043700,Census Tract 437, Kings County, New York,1983.00,319.00,8.50,7.40,9.40,6.20,62054.00,32361.00,1120.00,348.00
36047043800,Census Tract 438, Kings County, New York,864.00,146.00,2.40,2.40,18.90,10.60,74808.00,12744.00,611.00,121.00
36047043900,Census Tract 439, Kings County, New York,1083.00,125.00,3.30,3.40,17.20,11.80,91742.00,13035.00,643.00,135.00
36047044000,Census Tract 440, Kings County, New York,809.00,106.00,8.20,5.70,14.20,5.40,89831.00,11926.00,586.00,118.00
36047044100,Census Tract 441, Kings County, New York,1894.00,243.00,5.20,4.50,8.90,5.70,66866.00,22570.00,882.00,276.00
36047044200,Census Tract 442, Kings County, New York,852.00,199.00,20.20,15.90,18.40,9.80,72857.00,26695.00,507.00,114.00
36047044300,Census Tract 443, Kings County, New York,1939.00,190.00,4.40,2.70,13.40,7.20,91908.00,15981.00,691.00,164.00
36047044400,Census Tract 444, Kings County, New York,1064.00,235.00,2.90,3.50,9.60,6.00,71929.00,32433.00,772.00,228.00
36047044500,Census Tract 445, Kings County, New York,1641.00,170.00,12.40,7.20,10.50,5.30,85741.00,6802.00,789.00,161.00
36047044600,Census Tract 446, Kings County, New York,607.00,101.00,3.50,4.20,3.50,3.50,65037.00,21423.00,500.00,105.00
36047044700,Census Tract 447, Kings County, New York,949.00,156.00,0.00,4.10,10.90,5.70,90774.00,23429.00,297.00,102.00
36047044800,Census Tract 448, Kings County, New York,745.00,100.00,1.60,2.40,14.60,8.10,86932.00,17536.00,412.00,83.00
36047044901,Census Tract 449.01, Kings County, New York,1017.00,170.00,1.80,2.60,2.70,3.10,61451.00,24512.00,538.00,166.00
36047044902,Census Tract 449.02, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
36047045000,Census Tract 450, Kings County, New York,235.00,94.00,13.20,12.90,3.80,4.00,88558.00,31913.00,199.00,95.00
